Movie Name,Genre,Ratings,Voting Counts,Duration
Smeshariki. Skvoz vselennye,Fantasy,5.5,62.0,85.0
Monster Mia,Fantasy,8.0,23.0,81.0
Curse of Crom 2: Crom's Fury,Fantasy,7.5,17.0,102.0
A Super Progressive Movie,Fantasy,5.4,730.0,86.0
Kung Fu,Fantasy,5.7,188.0,127.0
Han ye deng zhu,Fantasy,6.5,77.0,90.0
Sleep No More,Fantasy,5.7,116.0,96.0
Black Holes Suck,Fantasy,4.6,75.0,91.0
Pinocchio,Fantasy,4.7,371.0,102.0
Behrupiyo,Fantasy,5.6,49.0,152.0
Unstoppable,Fantasy,6.6,45.0,80.0
Krølle Bølle,Fantasy,6.6,62.0,80.0
To Your Island,Fantasy,7.1,23.0,119.0
Deathkeeper,Fantasy,6.9,22.0,95.0
Shiboyugi: Playing Death Games to Put Food on the Table 44: Cloudy Beach,Fantasy,7.4,98.0,89.0
Lucy Lost,Fantasy,8.0,45.0,85.0
Sparks,Fantasy,4.9,27.0,78.0
Aria-Remix,Fantasy,5.4,56.0,91.0
Ketok Mejik,Fantasy,7.5,6.0,114.0
The Random Guest,Fantasy,,,102.0
Motherwitch,Fantasy,6.9,59.0,104.0
"Kyma, l'onde mystérieuse",Fantasy,6.4,30.0,89.0
Sinking Road,Fantasy,8.3,21.0,56.0
Vasudheva Sutham,Fantasy,,,146.0
The Awakening,Fantasy,6.3,11.0,96.0
Echoes of Dread,Fantasy,7.5,14.0,81.0
Titanic Ocean,Fantasy,6.2,66.0,130.0
Navya Chakra - Psycon World,Fantasy,7.0,54.0,100.0
Crocodile,Fantasy,7.0,25.0,100.0
The Boy with the Light-Blue Eyes,Fantasy,9.2,141.0,99.0
The House on the Moon,Fantasy,5.4,10.0,
Death Do Us Part,Fantasy,,,
Hell Hath No Fury,Fantasy,4.0,128.0,99.0
Elra Kaaleliyatte Kaala,Fantasy,8.0,240.0,130.0
Pretty,Fantasy,6.7,1500.0,123.0
Vinski 2,Fantasy,6.3,35.0,
The Burning of Broken Beak,Fantasy,6.9,18.0,97.0
God Skin,Fantasy,7.2,19.0,
Demon Squad: Tooth and Claw,Fantasy,3.5,157.0,97.0
Infernal,Fantasy,,,134.0
Hell Trotter,Fantasy,5.0,33.0,103.0
Koshchey. Tayna zhivoy vody,Fantasy,3.8,34.0,80.0
El Convento,Fantasy,5.0,37.0,100.0
Super Miss Saves the Jungle,Fantasy,6.1,64.0,82.0
Alberi erranti,Fantasy,6.1,9.0,180.0
A Casa,Fantasy,9.1,40.0,89.0
Vidar and the War of Three Worlds,Fantasy,8.8,57.0,
