Movie Name,Genre,Ratings,Voting Counts,Duration
Kassa nevest,Sci-Fi,,,88.0
Taxila,Sci-Fi,7.2,505.0,110.0
8v40,Sci-Fi,,,
Astrósfera,Sci-Fi,7.2,14.0,90.0
Artificial Termination,Sci-Fi,,,
Space Mutation,Sci-Fi,2.8,13.0,90.0
Remanence,Sci-Fi,,,
Undir Ísnum,Sci-Fi,5.5,53.0,
Implosion 2026,Sci-Fi,4.0,8.0,88.0
Amityville Love Streams,Sci-Fi,,,55.0
Encounters: Aliens and the Supernatural,Sci-Fi,,,80.0
Yellow Cake,Sci-Fi,6.5,36.0,97.0
N.I.M.: Artificial Intelligence,Sci-Fi,4.6,138.0,81.0
Ephemera,Sci-Fi,,,88.0
Congo2,Sci-Fi,,,138.0
Killer Fembots,Sci-Fi,,,
Close-Up: An Oddyssey,Sci-Fi,,,76.0
Quantum Flux,Sci-Fi,,,112.0
Human Doll,Sci-Fi,,,
Kadhal Aura - Madness of Love,Sci-Fi,,,143.0
Leaving Eden,Sci-Fi,,,
Zhdun 2,Sci-Fi,3.6,55.0,98.0
Matador Bolero,Sci-Fi,,,97.0
Across the Universe,Sci-Fi,,,46.0
Nightmares Unleashed 2: Joseph's Revenge,Sci-Fi,,,
Love Love: Fractures,Sci-Fi,8.7,8.0,
Beyond Files,Sci-Fi,,,
Oscillation,Sci-Fi,,,62.0
Dopolnitelnoe vremya,Sci-Fi,4.4,31.0,102.0
Eiga Chô Uchû Keiji Gyaban Infiniti Taiyô ga Naita Hi,Sci-Fi,,,30.0
Alien Valley,Sci-Fi,4.3,307.0,60.0
Khao Kala,Sci-Fi,4.5,21.0,96.0
The Giant Spider Invasion 50th Anniversary Reimagined Edition,Sci-Fi,,,93.0
Dragon Lizard Lord vs Gorilla Monkey King,Sci-Fi,,,
Elliptica,Sci-Fi,,,98.0
Eeshan - The Protector,Sci-Fi,,,
The Others: Doom from the Stars,Sci-Fi,5.0,33.0,89.0
Pilgrims,Sci-Fi,,,60.0
Spasti bessmertnogo,Sci-Fi,8.2,161.0,105.0
Bliss: Beyond the Edge of Time,Sci-Fi,,,95.0
Sector 5,Sci-Fi,3.9,13.0,
The Girl Inside the Photograph,Sci-Fi,5.4,10.0,108.0
Kosmicheskaya sobaka Lida,Sci-Fi,4.9,53.0,112.0
The Black-Eyed Children 2,Sci-Fi,,,72.0
The Exodus Mythology,Sci-Fi,,,150.0
"Decoding Babylon: Noah's Ark, the Flood, and the Anunnaki",Sci-Fi,,,67.0
Wolven,Sci-Fi,,,112.0
Deceptive State,Sci-Fi,,,150.0
The Sweet Idleness,Sci-Fi,,,
Oedipus King of AI,Sci-Fi,,,65.0
Gemeinsam einsam,Sci-Fi,,,56.0
Avatars,Sci-Fi,,,
Potassium: The Movie,Sci-Fi,,,102.0
Dimension,Sci-Fi,6.7,111.0,49.0
Electric Feel,Sci-Fi,,,100.0
Fallout: The Road to Tipperary - The Blight,Sci-Fi,,,
Tropical SOV: Bizarro Sci-fi Samba,Sci-Fi,,,95.0
Gladio: Monster Battles in the Alternate Dimension,Sci-Fi,,,82.0
Grey Wolf,Sci-Fi,,,59.0
"Okay, It's Time to Go",Sci-Fi,,,111.0
Only One Left,Sci-Fi,,,
The Taken: Chapter One - The Arrival,Sci-Fi,,,62.0
Sekundy do nulya,Sci-Fi,,,85.0
The Xenophobes,Sci-Fi,,,126.0
Descend Beyond,Sci-Fi,,,113.0
Be Forever Yamato - Rebel 3199 - Part 6: Blue Labyrinth,Sci-Fi,,,
Bogini Kolejnej Ery,Sci-Fi,,,
Yahangala Z50: Alien Village,Sci-Fi,,,
Trishanku,Sci-Fi,,,111.0
Tycoon,Sci-Fi,4.6,17.0,89.0
Dump,Sci-Fi,,,83.0
Broadcast,Sci-Fi,,,
Interval,Sci-Fi,,,88.0
Operations,Sci-Fi,,,62.0
A Storm of Syndicates,Sci-Fi,,,
London's Last Wilderness,Sci-Fi,,,60.0
Silicon Glitch,Sci-Fi,,,63.0
Hell & Heaven,Sci-Fi,,,65.0
The Boy Who Counted Cars,Sci-Fi,,,104.0
The Happiest Man,Sci-Fi,2.5,10.0,
Lucid State,Sci-Fi,,,
Not from Here,Sci-Fi,,,67.0
The Lights,Sci-Fi,,,
Kalvansh,Sci-Fi,,,120.0
Dreadnought Dominion: The Motion Picture,Sci-Fi,,,143.0
The Colour of Everything,Sci-Fi,,,77.0
Oh Death,Sci-Fi,,,81.0
Mismantler,Sci-Fi,,,79.0
Archival,Sci-Fi,,,
Days of future: Minecraft,Sci-Fi,,,92.0
The Last Zawgyi,Sci-Fi,,,45.0
Filmflix,Sci-Fi,,,11.0
Monarque,Sci-Fi,,,
The Cow's Complaint,Sci-Fi,,,93.0
Bigger Darker Energy!,Sci-Fi,,,
Radiators Popped as Pipes Rattled,Sci-Fi,,,50.0
Athena,Sci-Fi,,,
Dimitri's DMT Defense,Sci-Fi,8.7,8.0,47.0
The Hidden Order,Sci-Fi,,,81.0
The Twist,Sci-Fi,6.8,7.0,
Mirror Maze,Sci-Fi,,,135.0
The 6th Planet,Sci-Fi,,,80.0
Il Regalo - The Gift,Sci-Fi,,,85.0
Hawkins Power & Light,Sci-Fi,,,50.0
We Are Not Alone,Sci-Fi,,,72.0
Psycho,Sci-Fi,,,140.0
"Philippe Shangti, the Future 2320",Sci-Fi,,,
Trans-Fiction (Digital Friends),Sci-Fi,,,126.0
0187 UFO,Sci-Fi,,,
Bhutacha Doraemon 2,Sci-Fi,,,
Drone Runners,Sci-Fi,,,78.0
Colores Perdidos,Sci-Fi,,,
Fractais Tropicais,Sci-Fi,,,72.0
11 : 11 (Eleven Seconds of Magic),Sci-Fi,9.3,15.0,46.0
Poyla Baishakh,Sci-Fi,,,159.0
The Queen,Sci-Fi,,,26.0
The Scourge 1,Sci-Fi,,,45.0
Retrospection,Sci-Fi,,,84.0
Infernaa - the realm of fire movie,Sci-Fi,,,90.0
Les Saturnides,Sci-Fi,,,70.0
Worlds Apart,Sci-Fi,8.2,9.0,63.0
Be Forever Yamato: Rebel 3199 - Part 5: White Heat Galactic War,Sci-Fi,,,
EHAM Ascension,Sci-Fi,,,80.0
Fake Out Fray 3 - Convergence,Sci-Fi,,,73.0
Sewing A Nightmare,Sci-Fi,,,53.0
The Glasses 3D,Sci-Fi,,,
Le monde (presque) après,Sci-Fi,,,
Starlight,Sci-Fi,,,85.0
Seemingly Curtis Cuspiltch,Sci-Fi,,,53.0
The 1PunchDanMovie,Sci-Fi,,,80.0
Pop Star Keepers,Sci-Fi,,,
Voodoo: The Truth,Sci-Fi,,,90.0
Wilderness,Sci-Fi,,,64.0
"Sabes de Mim, Agora Esqueça",Sci-Fi,,,
A Film by Cool Jake,Sci-Fi,,,80.0
Ferria El despertar de un mundo,Sci-Fi,,,
EHAM Supremacy,Sci-Fi,,,80.0
Elsewhere,Sci-Fi,,,48.0
Utazás a jövöbe és a múltba,Sci-Fi,,,55.0
EHAM Confederacy,Sci-Fi,,,80.0
The Birdman,Sci-Fi,,,
Mokshya,Sci-Fi,,,
The Christine Paradox,Sci-Fi,,,6.0
Vacuum,Sci-Fi,,,
Destinity,Sci-Fi,,,
Naked Mermaid Alien,Sci-Fi,,,99.0
The Whisper War,Sci-Fi,,,
Super parrs 3,Sci-Fi,,,98.0
Parapeto,Sci-Fi,,,
Jeffy's Five Nights at Freddy's,Sci-Fi,,,115.0
The Philippine President,Sci-Fi,,,120.0
Myth 26,Sci-Fi,,,
El Claro,Sci-Fi,,,64.0
Metaverse Mayhem,Sci-Fi,,,62.0
Digital Silent Night,Sci-Fi,,,57.0
The Heart of the Future,Sci-Fi,,,72.0
Meercats Explode Dandelion,Sci-Fi,,,86.0
"Ferria 2, Una paz poco duradera",Sci-Fi,,,160.0
Delta Space Mission,Sci-Fi,,,
Dank Frank and the Freaks of Frack,Sci-Fi,,,
Spare: a Copy with a Human Mind,Sci-Fi,,,128.0
Zero Wins,Sci-Fi,,,63.0
Favourite: Back to the Origin,Sci-Fi,,,118.0
Indo: The First Piece,Sci-Fi,7.5,9.0,169.0
The Wanted Rebel,Sci-Fi,,,125.0
Sonic Dimensions/Sonic Rangers 3,Sci-Fi,,,124.0
Graham Luis: The Mindrunner,Sci-Fi,,,59.0
Freddie's Big Adventure,Sci-Fi,,,75.0
Kamen Rider Super King's Knight Legend Movie Third,Sci-Fi,,,
Trans-Plast-Otany,Sci-Fi,,,
Symmes,Sci-Fi,,,
Unleashed V8 Revelations,Sci-Fi,,,140.0
One Man,Sci-Fi,,,100.0
