Movie Name,Genre,Ratings,Voting Counts,Duration
The Casanova Killer: The Paul John Knowles Story,Crime,,,
The Art of Abuse,Crime,,,
Ji hap chong see,Crime,9.2,12.0,128.0
Memsaab,Crime,6.3,1100.0,127.0
Coaled Blood,Crime,,,
Rahasyam,Crime,7.8,5.0,108.0
He Killed My Sister,Crime,3.8,50.0,71.0
JC the University,Crime,6.7,34.0,162.0
The Watchmaker,Crime,8.1,31.0,78.0
Margarita La De Tijuana,Crime,,,99.0
"Mommy, I Don't Want To",Crime,8.5,15.0,90.0
Human Cocaine,Crime,5.7,30.0,107.0
Informal Crooks,Crime,8.8,9.0,80.0
Therachaapa,Crime,7.3,1100.0,151.0
1159,Crime,3.2,7.0,93.0
Ölü Köpekler Isirmaz,Crime,6.8,33.0,103.0
A Treacherous Hustle: THE Falicia Blakely Story,Crime,,,166.0
Ramyaa,Crime,6.0,22.0,110.0
Slasher: The Missing File,Crime,7.7,13.0,104.0
LA Undercover: Against the Code,Crime,,,
Catch the Killer,Crime,,,85.0
Delhi Gate,Crime,6.4,6.0,137.0
Después de Kim,Crime,6.8,18.0,107.0
Marcado,Crime,,,189.0
Aa Gang Repu 3,Crime,,,
Skamer,Crime,6.7,125.0,98.0
Gli imprevisti 2,Crime,,,
Vengeance,Crime,,,
Deadly Killer,Crime,2.4,335.0,148.0
Made Man,Crime,,,54.0
The Counterfeit,Crime,,,
Her Deadly Secret,Crime,,,
Tougher,Crime,8.0,8.0,64.0
Jangan Seperti Bapak,Crime,7.2,13.0,100.0
Cattiva strada,Crime,6.9,14.0,95.0
Slash III,Crime,8.0,10.0,113.0
Tapped,Crime,6.9,18.0,
Straight Edge,Crime,,,
Close-Up: An Oddyssey,Crime,,,76.0
Wei chao zhong an,Crime,7.4,131.0,97.0
Killer Kids,Crime,,,
The Violin Case,Crime,8.0,15.0,
Detrás de la Lluvia,Crime,4.0,7.0,97.0
Rowe's Realm of Horror,Crime,,,70.0
Dial 1098,Crime,8.2,5.0,
Les Regards Parallèles,Crime,,,75.0
HOLT - Der Windkraft-Schwindler,Crime,7.8,46.0,89.0
Wara Nimo Sugaru Kemonotachi,Crime,6.9,8.0,94.0
Boomah,Crime,,,120.0
Rotten Society,Crime,7.9,10.0,76.0
Mayor of the Block,Crime,,,
Baltimore Siege,Crime,,,138.0
Chakranta,Crime,5.2,8.0,
The Interrogation Room,Crime,,,
Ríkají mi Lars,Crime,,,113.0
Chyorny dvor v kino,Crime,5.8,36.0,129.0
Hyped UP Bunnies,Crime,,,61.0
The Precious Thing,Crime,,,150.0
Four Birds,Crime,,,122.0
No Return,Crime,,,82.0
The Rose Key,Crime,8.5,15.0,
