Movie Name,Genre,Ratings,Voting Counts,Duration
Blast,Adventure,7.3,19.0,144.0
Chaali Din,Adventure,8.4,1100.0,150.0
Aftermath,Adventure,2.6,6.0,80.0
Kemet: Year One,Adventure,6.2,11.0,100.0
Hot Water,Adventure,7.2,72.0,97.0
Jockey,Adventure,7.8,15000.0,147.0
Domm: Until the Last Breath,Adventure,6.9,1200.0,128.0
The Three Investigators: Isle of Death,Adventure,6.1,584.0,104.0
The Peril at Pincer Point,Adventure,7.8,42.0,83.0
Smeshariki. Skvoz vselennye,Adventure,5.5,62.0,85.0
Monster Mia,Adventure,8.0,23.0,81.0
Cats in the Museum: Treasures of Egypt,Adventure,5.4,47.0,90.0
Ayran Papers,Adventure,5.1,122.0,86.0
Han ye deng zhu,Adventure,6.5,77.0,90.0
Blood & Rust,Adventure,5.7,64.0,
Star Trek: Legacies,Adventure,,,164.0
Black Holes Suck,Adventure,4.6,75.0,91.0
Kaa: The Forest,Adventure,6.6,684.0,112.0
Pinocchio,Adventure,4.7,371.0,102.0
Vijaynagar'er Hirey,Adventure,6.5,117.0,110.0
Unstoppable,Adventure,6.6,45.0,80.0
Romin,Adventure,,,96.0
Yugly,Adventure,7.0,12.0,85.0
The Pirate Queen: No Safe Waters,Adventure,,,42.0
Petaka Gunung Welirang,Adventure,8.0,49.0,105.0
Lucy Lost,Adventure,8.0,45.0,85.0
Sparks,Adventure,4.9,27.0,78.0
Kholop 3,Adventure,4.9,73.0,
Born in the Jungle,Adventure,8.2,18.0,70.0
Sinking Road,Adventure,8.3,21.0,56.0
Les Yeux Verts,Adventure,5.9,16.0,
Otter,Adventure,,,
Knights of the Old Republic: Escape from Taris,Adventure,8.1,72.0,125.0
Mega Lightning 3,Adventure,,,84.0
Full House: Landing,Adventure,6.6,38.0,95.0
Dragon Fury 3,Adventure,4.7,32.0,95.0
Mavuta,Adventure,,,139.0
Paris ni Saku Etoile,Adventure,8.2,31.0,119.0
Ahmed Bey,Adventure,,,124.0
Super Mario Bros. Origins,Adventure,7.2,15.0,117.0
Fredonia: The Movie,Adventure,5.3,870.0,105.0
Vinski 2,Adventure,6.3,35.0,
On Drive,Adventure,6.5,202.0,115.0
Barry & Me,Adventure,7.3,87.0,97.0
Kong Tao,Adventure,5.1,47.0,97.0
Cheburashka 2,Adventure,5.2,369.0,103.0
Dark Highway,Adventure,7.4,10.0,91.0
Meteor Extinction,Adventure,,,
Trassa «More - more»,Adventure,3.1,37.0,85.0
Super Miss Saves the Jungle,Adventure,6.1,64.0,82.0
O Gênio do Crime,Adventure,7.0,58.0,98.0
Aliens Uncovered: Invasion,Adventure,6.8,13.0,69.0
Lady Champagne,Adventure,7.5,25.0,99.0
The Galactic Ghoul,Adventure,8.0,12.0,85.0
Checker Tobi 3: Die heimliche Herrscherin der Erde,Adventure,6.8,210.0,97.0
Atlas of the Universe,Adventure,7.4,40.0,85.0
Mischief Upon Mischief,Adventure,6.5,22.0,123.0
Urchins,Adventure,8.6,13.0,
Luntik. Obratinaya Storona Luni,Adventure,,,80.0
Furies,Adventure,,,
Don't Push That!,Adventure,9.0,16.0,
Dhurandhar No1,Adventure,4.8,11.0,
Monkey King - Rebirth,Adventure,7.7,20.0,93.0
Sword Art Online Unanswered//butterfly,Adventure,7.1,23.0,110.0
Moy dikiy drug. Vozvrashchenie domoy,Adventure,3.8,25.0,96.0
Ctrl A.I. Delete,Adventure,7.6,22.0,
Fallout: Echos of the Wasteland,Adventure,8.8,241.0,57.0
Chimney Town: Frozen in Time,Adventure,5.9,26.0,98.0
Legends of the Lost Ark,Adventure,7.7,14.0,105.0
Heer Sara,Adventure,6.2,16.0,99.0
Levsha,Adventure,5.4,227.0,113.0
Visa,Adventure,5.6,12.0,90.0
Maju (Jejak Pahit Si Kembang Gula),Adventure,,,98.0
Beyish 2: Apama kat,Adventure,7.4,40.0,100.0
Ne odna doma 3. Vypusknoy,Adventure,2.9,49.0,108.0
Los nuevos,Adventure,,,85.0
Bogatyri,Adventure,3.0,54.0,91.0
Aurora,Adventure,,,94.0
Raktha Kashmira,Adventure,5.6,21.0,165.0
G.O.D.Tech,Adventure,,,105.0
Psoty,Adventure,5.8,34.0,99.0
Rodeo Dreams,Adventure,,,90.0
Brave Cat,Adventure,8.3,6.0,87.0
The Sanctum 3: Afterlife,Adventure,,,158.0
Echo Point,Adventure,,,62.0
Krasavitsa,Adventure,6.0,127.0,103.0
Margarita La De Tijuana,Adventure,,,99.0
Yugantar - The End of Time,Adventure,,,160.0
Devagudi,Adventure,1.8,2100.0,152.0
Anunnaki the search for gold,Adventure,,,120.0
6 Degrees,Adventure,,,88.0
8v40,Adventure,,,
Cold Feet,Adventure,,,
The Man with a Hat,Adventure,7.7,13.0,125.0
Delhi Gate,Adventure,6.4,6.0,137.0
Guantanamera,Adventure,4.1,68.0,112.0
